customer_id,customer_type,method,rank,product_id,product_name,producer_id,score,reason_codes,reason_text
C000024,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000026,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000026,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000026,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000027,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000027,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000027,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000028,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000028,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000028,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000030,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000030,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000030,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000031,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000031,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000031,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000032,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000032,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000032,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000033,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000033,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000033,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000034,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000034,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000034,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000037,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000037,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000037,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000038,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000038,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000038,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000041,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000041,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000041,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000042,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000042,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000042,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000043,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000043,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000043,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000045,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000045,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000045,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000046,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000046,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000046,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000047,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000047,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000047,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000048,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000048,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000048,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000049,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000049,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000049,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000052,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000052,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000052,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000053,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000053,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000053,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000054,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000054,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000054,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000055,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000055,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000055,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000056,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000056,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000056,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000059,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000059,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000059,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000061,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000061,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000061,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000062,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000062,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000062,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000064,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000064,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000064,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000066,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000066,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000066,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000067,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000067,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000067,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000068,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000068,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000068,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000069,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000069,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000069,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000071,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000071,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000071,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000072,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000072,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000072,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000074,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000074,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000074,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000075,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000075,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000075,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000076,restaurant,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000076,restaurant,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000076,restaurant,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000077,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000077,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000077,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000078,family,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000078,family,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000078,family,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000079,young_professional,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000079,young_professional,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000079,young_professional,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000080,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000080,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000080,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000082,community_group,global_popularity,1,P000132,Leek and Onion Box,PR000003,1.0,globally_popular_product,Recommended because it is popular across the marketplace.
C000082,community_group,global_popularity,2,P000097,Aged Farmhouse Cheddar,PR000004,0.808307,globally_popular_product,Recommended because it is popular across the marketplace.
C000082,community_group,global_popularity,3,P000096,New Season Potatoes,PR000003,0.805112,globally_popular_product,Recommended because it is popular across the marketplace.
C000003,young_professional,user_frequency,1,P000104,Morning Breakfast Buns,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000003,young_professional,user_frequency,2,P000113,Autumn Raspberries,PR000008,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000003,young_professional,user_frequency,3,P000083,Somerset Discovery Apples,PR000002,0.6,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000005,community_group,user_frequency,1,P000095,Midsummer Strawberries,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000005,community_group,user_frequency,2,P000102,Curly Green Kale,PR000009,0.916667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000005,community_group,user_frequency,3,P000101,Forced Rhubarb Stems,PR000008,0.916667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000006,restaurant,user_frequency,1,P000140,Apple and Oat Traybake,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000006,restaurant,user_frequency,2,P000098,Rosemary Focaccia Slab,PR000005,0.75,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000006,restaurant,user_frequency,3,P000092,Seeded Wholemeal Rolls,PR000011,0.75,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000007,community_group,user_frequency,1,P000117,Red Onion Marmalade,PR000012,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000007,community_group,user_frequency,2,P000140,Apple and Oat Traybake,PR000011,0.952381,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000007,community_group,user_frequency,3,P000112,Fresh Heritage Beans,PR000007,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000008,family,user_frequency,1,P000115,Pouring Cream,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000008,family,user_frequency,2,P000122,Rye and Caraway Boule,PR000005,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000008,family,user_frequency,3,P000092,Seeded Wholemeal Rolls,PR000011,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000009,young_professional,user_frequency,1,P000133,Buttermilk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000009,young_professional,user_frequency,2,P000090,Vine-Ripened Salad Tomatoes,PR000009,0.714286,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000009,young_professional,user_frequency,3,P000086,Slow-Fermented Sourdough Loaf,PR000005,0.714286,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000010,community_group,user_frequency,1,P000101,Forced Rhubarb Stems,PR000008,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000010,community_group,user_frequency,2,P000130,Nettle and Spinach Soup Mix,PR000013,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000010,community_group,user_frequency,3,P000135,Spiced Pumpkin Preserve,PR000006,0.916667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000011,restaurant,user_frequency,1,P000090,Vine-Ripened Salad Tomatoes,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000011,restaurant,user_frequency,2,P000086,Slow-Fermented Sourdough Loaf,PR000005,0.625,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000011,restaurant,user_frequency,3,P000109,Salted Farm Butter,PR000004,0.625,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000012,community_group,user_frequency,1,P000132,Leek and Onion Box,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000012,community_group,user_frequency,2,P000134,Olive and Herb Ciabatta,PR000005,0.96,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
